package	file	line	decision	container	kind	name	ts_signature	declared_go_ref	mapped_go_declarations	mapping	ruling_note
client/ui-primitives	src/markdown/mathCompatibility.ts	347	OUT_OF_SCOPE		function	mathCompatibility	export function mathCompatibility(): Extension {			OUT_OF_SCOPE	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/markdown/parse.ts	26	OUT_OF_SCOPE		function	parseGfm	export function parseGfm(text: string): Root {			OUT_OF_SCOPE	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/markdown/parse.ts	39	OUT_OF_SCOPE		function	parseGfmWithMath	export function parseGfmWithMath(text: string): Root {			OUT_OF_SCOPE	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/markdown/plain-text.ts	12	OUT_OF_SCOPE		type	MarkdownPlainTextMode	export type MarkdownPlainTextMode = 'all' | 'first-line' | 'first-paragraph' /** Options for {@link extractMarkdownPlainText}. */			OUT_OF_SCOPE	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/markdown/plain-text.ts	15	OUT_OF_SCOPE		interface	MarkdownPlainTextOptions	export interface MarkdownPlainTextOptions {			OUT_OF_SCOPE	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/markdown/plain-text.ts	17	OUT_OF_SCOPE	MarkdownPlainTextOptions	property	mode	mode?: MarkdownPlainTextMode			OUT_OF_SCOPE_MEMBER	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/markdown/plain-text.ts	106	OUT_OF_SCOPE		function	extractMarkdownPlainText	export function extractMarkdownPlainText( markdown: string, options: MarkdownPlainTextOptions = {}, ): string {			OUT_OF_SCOPE	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/markdown/render.tsx	31	OUT_OF_SCOPE		interface	MarkdownCodeLabels	export interface MarkdownCodeLabels {			OUT_OF_SCOPE	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/markdown/render.tsx	33	OUT_OF_SCOPE	MarkdownCodeLabels	property	copyLabel	copyLabel: string			OUT_OF_SCOPE_MEMBER	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/markdown/render.tsx	35	OUT_OF_SCOPE	MarkdownCodeLabels	property	copiedLabel	copiedLabel: string			OUT_OF_SCOPE_MEMBER	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/markdown/render.tsx	39	PENDING		interface	MarkdownLabels	export interface MarkdownLabels {			PENDING	
client/ui-primitives	src/markdown/render.tsx	40	PENDING	MarkdownLabels	property	code	code: MarkdownCodeLabels			PENDING_MEMBER	
client/ui-primitives	src/markdown/render.tsx	41	PENDING	MarkdownLabels	property	footnotes	footnotes: string			PENDING_MEMBER	
client/ui-primitives	src/markdown/render.tsx	72	OUT_OF_SCOPE		interface	ReferenceTargets	export interface ReferenceTargets {			OUT_OF_SCOPE	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/markdown/render.tsx	74	OUT_OF_SCOPE	ReferenceTargets	property	definitions	definitions: Map<string, Md.Definition>			OUT_OF_SCOPE_MEMBER	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/markdown/render.tsx	76	OUT_OF_SCOPE	ReferenceTargets	property	footnotes	footnotes: Map<string, Md.FootnoteDefinition>			OUT_OF_SCOPE_MEMBER	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/markdown/render.tsx	83	OUT_OF_SCOPE		function	createReferenceTargets	export function createReferenceTargets(): ReferenceTargets {			OUT_OF_SCOPE	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/markdown/render.tsx	93	OUT_OF_SCOPE		function	collectReferenceTargets	export function collectReferenceTargets( nodes: readonly Md.RootContent[], targets: ReferenceTargets, ): void {			OUT_OF_SCOPE	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/markdown/render.tsx	114	OUT_OF_SCOPE		interface	MarkdownFileMentions	export interface MarkdownFileMentions {			OUT_OF_SCOPE	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/markdown/render.tsx	121	OUT_OF_SCOPE	MarkdownFileMentions	method	resolve	resolve(value: string):			OUT_OF_SCOPE_MEMBER	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/markdown/render.tsx	128	OUT_OF_SCOPE		interface	MarkdownRenderContext	export interface MarkdownRenderContext {			OUT_OF_SCOPE	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/markdown/render.tsx	130	OUT_OF_SCOPE	MarkdownRenderContext	property	streaming	readonly streaming: boolean			OUT_OF_SCOPE_MEMBER	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/markdown/render.tsx	132	OUT_OF_SCOPE	MarkdownRenderContext	property	labels	readonly labels: MarkdownLabels			OUT_OF_SCOPE_MEMBER	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/markdown/render.tsx	134	OUT_OF_SCOPE	MarkdownRenderContext	property	inBlockquote	readonly inBlockquote?: boolean			OUT_OF_SCOPE_MEMBER	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/markdown/render.tsx	136	OUT_OF_SCOPE	MarkdownRenderContext	property	fileMentions	readonly fileMentions: MarkdownFileMentions | undefined			OUT_OF_SCOPE_MEMBER	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/markdown/render.tsx	138	OUT_OF_SCOPE	MarkdownRenderContext	property	inLink	readonly inLink?: boolean			OUT_OF_SCOPE_MEMBER	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/markdown/render.tsx	140	OUT_OF_SCOPE	MarkdownRenderContext	property	targets	readonly targets: ReferenceTargets			OUT_OF_SCOPE_MEMBER	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/markdown/render.tsx	142	OUT_OF_SCOPE	MarkdownRenderContext	property	footnoteOrder	readonly footnoteOrder: string[]			OUT_OF_SCOPE_MEMBER	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/markdown/render.tsx	144	OUT_OF_SCOPE	MarkdownRenderContext	property	footnoteCounts	readonly footnoteCounts: Map<string, number>			OUT_OF_SCOPE_MEMBER	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/markdown/render.tsx	155	OUT_OF_SCOPE		function	renderBlocks	export function renderBlocks( blocks: readonly PositionedBlock[], context: MarkdownRenderContext, ): ReactNode[] {			OUT_OF_SCOPE	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/markdown/render.tsx	173	OUT_OF_SCOPE		function	wrapBlockChildren	export function wrapBlockChildren(elements: readonly ReactNode[], edges: boolean): ReactNode[] {			OUT_OF_SCOPE	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/markdown/render.tsx	576	OUT_OF_SCOPE		function	renderFootnoteSection	export function renderFootnoteSection(context: MarkdownRenderContext): ReactNode | null {			OUT_OF_SCOPE	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/markdown/useViewportHighlighting.ts	55	PENDING		function	useViewportHighlighting	export function useViewportHighlighting( target: RefObject<Element>, lang: string | undefined, ): boolean {			PENDING	
client/ui-primitives	src/pointer-grace.ts	8	OUT_OF_SCOPE		const	POINTER_GRACE_MS	export const POINTER_GRACE_MS = 200 /** Cancelable delayed close for a pointer-dismissed popup. */ export interface PointerGrace {			OUT_OF_SCOPE	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/pointer-grace.ts	11	OUT_OF_SCOPE		interface	PointerGrace	export interface PointerGrace {			OUT_OF_SCOPE	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/pointer-grace.ts	13	OUT_OF_SCOPE	PointerGrace	property	arm	arm: () => void			OUT_OF_SCOPE_MEMBER	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/pointer-grace.ts	15	OUT_OF_SCOPE	PointerGrace	property	cancel	cancel: () => void			OUT_OF_SCOPE_MEMBER	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/pointer-grace.ts	25	OUT_OF_SCOPE		function	usePointerGrace	export function usePointerGrace(close: () => void): PointerGrace {			OUT_OF_SCOPE	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/relative-time.ts	10	PENDING		type	RelativeTimeUnit	export type RelativeTimeUnit = 'now' | 'minutes' | 'hours' | 'days' | 'months' | 'years' /** Structured relative time: the bucket plus its magnitude (0 for 'now'). */ export interface RelativeTime {			PENDING	
client/ui-primitives	src/relative-time.ts	13	PENDING		interface	RelativeTime	export interface RelativeTime {			PENDING	
client/ui-primitives	src/relative-time.ts	14	PENDING	RelativeTime	property	unit	unit: RelativeTimeUnit			PENDING_MEMBER	
client/ui-primitives	src/relative-time.ts	15	PENDING	RelativeTime	property	n	n: number			PENDING_MEMBER	
client/ui-primitives	src/relative-time.ts	25	PENDING		function	relativeTime	export function relativeTime(at: number, now: number): RelativeTime {			PENDING	
client/ui-primitives	src/use-copy-feedback.ts	8	OUT_OF_SCOPE		interface	CopyFeedback	export interface CopyFeedback {			OUT_OF_SCOPE	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/use-copy-feedback.ts	10	OUT_OF_SCOPE	CopyFeedback	property	copied	copied: boolean			OUT_OF_SCOPE_MEMBER	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/use-copy-feedback.ts	12	OUT_OF_SCOPE	CopyFeedback	property	onCopy	onCopy: () => void			OUT_OF_SCOPE_MEMBER	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/use-copy-feedback.ts	20	OUT_OF_SCOPE		function	useCopyFeedback	export function useCopyFeedback(text: string): CopyFeedback {			OUT_OF_SCOPE	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/useAnchoredMaxHeight.ts	21	OUT_OF_SCOPE		function	useAnchoredMaxHeight	export function useAnchoredMaxHeight(ref: RefObject<HTMLElement>, cap: number, signal: unknown): number {			OUT_OF_SCOPE	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/useAnchoredPosition.ts	16	OUT_OF_SCOPE		interface	AnchoredPositionOptions	export interface AnchoredPositionOptions {			OUT_OF_SCOPE	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/useAnchoredPosition.ts	18	OUT_OF_SCOPE	AnchoredPositionOptions	property	open	open: boolean			OUT_OF_SCOPE_MEMBER	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/useAnchoredPosition.ts	20	OUT_OF_SCOPE	AnchoredPositionOptions	property	anchorRef	anchorRef: RefObject<HTMLElement | null>			OUT_OF_SCOPE_MEMBER	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/useAnchoredPosition.ts	22	OUT_OF_SCOPE	AnchoredPositionOptions	property	panelRef	panelRef: RefObject<HTMLElement | null>			OUT_OF_SCOPE_MEMBER	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/useAnchoredPosition.ts	24	OUT_OF_SCOPE	AnchoredPositionOptions	property	side	side?: 'top' | 'bottom'			OUT_OF_SCOPE_MEMBER	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/useAnchoredPosition.ts	26	OUT_OF_SCOPE	AnchoredPositionOptions	property	gap	gap: number			OUT_OF_SCOPE_MEMBER	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/useAnchoredPosition.ts	28	OUT_OF_SCOPE	AnchoredPositionOptions	property	margin	margin: number			OUT_OF_SCOPE_MEMBER	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/useAnchoredPosition.ts	36	OUT_OF_SCOPE		function	useAnchoredPosition	export function useAnchoredPosition(options: AnchoredPositionOptions): CSSProperties | null {			OUT_OF_SCOPE	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/useDismissOnOutsidePointer.ts	16	OUT_OF_SCOPE		function	useDismissOnOutsidePointer	export function useDismissOnOutsidePointer( root: RefObject<HTMLElement | null>, open: boolean, setOpen: (open: boolean) => void, portal?: RefObject<HTMLElement | null>, ): void {			OUT_OF_SCOPE	浏览器渲染面：React 组件／DOM 交互／CSS，产物是浏览器里的渲染树。Go 侧没有 DOM 也没有 React，译过去既没有输入也没有输出。boot manifest 那个 wire 契约的产出方是 client/modules 的 node 半与 host/webserver，不在本包。详见 docs/portmap/decisions.md。
client/ui-primitives	src/user-text.tsx	34	PENDING		function	projectUserText	export function projectUserText(text: string, sessionLabels: readonly string[]): ReactNode {			PENDING	
client/ui-primitives	tsdown.config.ts	3	OUT_OF_SCOPE		default	staticLinked(	export default staticLinked( '@deepseek-ai/dsh-client-ui-primitives', ['lib/types/index.js', 'lib/types/invariant.js'], )			OUT_OF_SCOPE	打包器配置，Go 用 go build。
client/ui-reference	src/client/index.ts	31	OUT_OF_SCOPE		const	inject	export const inject = [ 'inputTriggers', 'locale', 'sessions', 'remote', 'remote.fileReferences', 'remote.sessionReferenceResolver', ] /**			OUT_OF_SCOPE	包级裁决（不要）：Web @file/@session source、文件选择属浏览器交互、会话搜索仅使用元数据
client/ui-reference	src/client/index.ts	40	OUT_OF_SCOPE		function	apply	export function apply(ctx: ClientContext): void {			OUT_OF_SCOPE	包级裁决（不要）：Web @file/@session source、文件选择属浏览器交互、会话搜索仅使用元数据
client/ui-reference	src/client/locales.ts	6	OUT_OF_SCOPE		const	NS	export const NS = 'reference' /**			OUT_OF_SCOPE	包级裁决（不要）：Web @file/@session source、文件选择属浏览器交互、会话搜索仅使用元数据
client/ui-reference	src/client/locales.ts	15	OUT_OF_SCOPE		const	zh	export const zh = {			OUT_OF_SCOPE	包级裁决（不要）：Web @file/@session source、文件选择属浏览器交互、会话搜索仅使用元数据
client/ui-reference	src/client/locales.ts	29	OUT_OF_SCOPE		type	ReferenceKey	export type ReferenceKey = keyof typeof zh declare module '@deepseek-ai/dsh-client-ui-slots' {			OUT_OF_SCOPE	包级裁决（不要）：Web @file/@session source、文件选择属浏览器交互、会话搜索仅使用元数据
client/ui-reference	src/client/locales.ts	39	OUT_OF_SCOPE		const	en	export const en = {			OUT_OF_SCOPE	包级裁决（不要）：Web @file/@session source、文件选择属浏览器交互、会话搜索仅使用元数据
client/ui-reference	src/index.ts	9	OUT_OF_SCOPE		function	apply	export function apply(): void {}			OUT_OF_SCOPE	包级裁决（不要）：Web @file/@session source、文件选择属浏览器交互、会话搜索仅使用元数据
client/ui-reference	src/invariant.ts	13	OUT_OF_SCOPE		const	name	export const name = 'client-ui-reference-invariant' /** Service required before the companion can reserve package ownership. */ export const inject = ['invariants'] /**			OUT_OF_SCOPE	包级裁决（不要）：Web @file/@session source、文件选择属浏览器交互、会话搜索仅使用元数据
client/ui-reference	src/invariant.ts	15	OUT_OF_SCOPE		const	inject	export const inject = ['invariants'] /** const install: InvariantInstaller = () => {}			OUT_OF_SCOPE	包级裁决（不要）：Web @file/@session source、文件选择属浏览器交互、会话搜索仅使用元数据
client/ui-reference	src/invariant.ts	29	OUT_OF_SCOPE		const	apply	export const apply = (ctx: Context): Promise<() => void> =>			OUT_OF_SCOPE	包级裁决（不要）：Web @file/@session source、文件选择属浏览器交互、会话搜索仅使用元数据
client/ui-reference	tsdown.config.ts	3	OUT_OF_SCOPE		default	clientBundle('@deepseek-ai/dsh-client-ui-reference', ['lib/types/index.js', 'lib/types/invariant.js'])	export default clientBundle('@deepseek-ai/dsh-client-ui-reference', ['lib/types/index.js', 'lib/types/invariant.js'])			OUT_OF_SCOPE	包级裁决（不要）：Web @file/@session source、文件选择属浏览器交互、会话搜索仅使用元数据
client/ui-renderer	src/client/app.tsx	9	OUT_OF_SCOPE		interface	AssemblyDeps	export interface AssemblyDeps {			OUT_OF_SCOPE	包级裁决（不要）：React 渲染层浏览器 Cordis 插件、ctx.uiRenderer.mount hydrate 启动 DOM
client/ui-renderer	src/client/app.tsx	11	OUT_OF_SCOPE	AssemblyDeps	property	ctx	ctx: Context			OUT_OF_SCOPE_MEMBER	包级裁决（不要）：React 渲染层浏览器 Cordis 插件、ctx.uiRenderer.mount hydrate 启动 DOM
client/ui-renderer	src/client/app.tsx	19	OUT_OF_SCOPE		function	buildRenderApp	export function buildRenderApp(deps: AssemblyDeps): () => ReactNode {			OUT_OF_SCOPE	包级裁决（不要）：React 渲染层浏览器 Cordis 插件、ctx.uiRenderer.mount hydrate 启动 DOM
client/ui-renderer	src/client/bind.ts	21	OUT_OF_SCOPE		function	bindSnapshotSelector	export function bindSnapshotSelector<T>(w: HostObservable<T>): SnapshotSelectorHook<T> {			OUT_OF_SCOPE	包级裁决（不要）：React 渲染层浏览器 Cordis 插件、ctx.uiRenderer.mount hydrate 启动 DOM
client/ui-renderer	src/client/bindings.tsx	14	PENDING		class	SlotAssemblyError	export class SlotAssemblyError extends Error {}			PENDING	
client/ui-renderer	src/client/bindings.tsx	17	PENDING		const	HostContext	export const HostContext = createContext<SlotRendererHost | null>(null) /** export function useHost(): SlotRendererHost {			PENDING	
client/ui-renderer	src/client/bindings.tsx	23	PENDING		function	useHost	export function useHost(): SlotRendererHost {			PENDING	
client/ui-renderer	src/client/bindings.tsx	36	PENDING		function	useRootBinding	export function useRootBinding(): StandardSourceBinding {			PENDING	
client/ui-renderer	src/client/bindings.tsx	46	PENDING		function	useScopeBinding	export function useScopeBinding(): StandardSourceBinding {			PENDING	
client/ui-renderer	src/client/bindings.tsx	57	PENDING		function	observableHook	export function observableHook<T>(source: HostObservable<T>): SnapshotSelectorHook<T> {			PENDING	
client/ui-renderer	src/client/bindings.tsx	77	PENDING		function	maybeObservableHook	export function maybeObservableHook<T>( source: HostObservable<T> | undefined, ): MaybeSnapshotSelectorHook<T> {			PENDING	
